Created as New Dataset,Sample 024 By ir Date Thursday, May 14 2015
cm-1,A
3189.00,0.0830
3188.88,0.0830
3188.75,0.0831
3188.63,0.0832
3188.50,0.0832
3188.38,0.0832
3188.25,0.0831
3188.13,0.0828
3188.00,0.0827
3187.88,0.0828
3187.75,0.0829
3187.63,0.0828
3187.50,0.0827
3187.38,0.0827
3187.25,0.0829
3187.13,0.0830
3187.00,0.0831
3186.88,0.0831
3186.75,0.0830
3186.63,0.0828
3186.50,0.0827
3186.38,0.0830
3186.25,0.0835
3186.13,0.0838
3186.00,0.0836
3185.88,0.0832
3185.75,0.0829
3185.63,0.0826
3185.50,0.0824
3185.38,0.0824
3185.25,0.0826
3185.13,0.0828
3185.00,0.0827
3184.88,0.0824
3184.75,0.0824
3184.63,0.0825
3184.50,0.0826
3184.38,0.0824
3184.25,0.0823
3184.13,0.0825
3184.00,0.0828
3183.88,0.0832
3183.75,0.0836
3183.63,0.0836
3183.50,0.0833
3183.38,0.0830
3183.25,0.0829
3183.13,0.0830
3183.00,0.0831
3182.88,0.0832
3182.75,0.0833
3182.63,0.0831
3182.50,0.0827
3182.38,0.0822
3182.25,0.0821
3182.13,0.0825
3182.00,0.0828
3181.88,0.0829
3181.75,0.0830
3181.63,0.0832
3181.50,0.0833
3181.38,0.0834
3181.25,0.0833
3181.13,0.0832
3181.00,0.0828
3180.88,0.0825
3180.75,0.0827
3180.63,0.0832
3180.50,0.0835
3180.38,0.0833
3180.25,0.0830
3180.13,0.0830
3180.00,0.0831
3179.88,0.0831
3179.75,0.0829
3179.63,0.0828
3179.50,0.0827
3179.38,0.0827
3179.25,0.0826
3179.13,0.0827
3179.00,0.0827
3178.88,0.0825
3178.75,0.0825
3178.63,0.0827
3178.50,0.0829
3178.38,0.0829
3178.25,0.0827
3178.13,0.0827
3178.00,0.0830
3177.88,0.0834
3177.75,0.0836
3177.63,0.0835
3177.50,0.0830
3177.38,0.0826
3177.25,0.0826
3177.13,0.0830
3177.00,0.0832
3176.88,0.0828
3176.75,0.0823
3176.63,0.0822
3176.50,0.0825
3176.38,0.0827
3176.25,0.0827
3176.13,0.0828
3176.00,0.0831
3175.88,0.0833
3175.75,0.0832
3175.63,0.0831
3175.50,0.0833
3175.38,0.0835
3175.25,0.0835
3175.13,0.0832
3175.00,0.0830
3174.88,0.0830
3174.75,0.0830
3174.63,0.0830
3174.50,0.0830
3174.38,0.0829
3174.25,0.0828
3174.13,0.0829
3174.00,0.0830
3173.88,0.0830
3173.75,0.0831
3173.63,0.0832
3173.50,0.0831
3173.38,0.0830
3173.25,0.0829
3173.13,0.0830
3173.00,0.0831
3172.88,0.0830
3172.75,0.0828
3172.63,0.0830
3172.50,0.0833
3172.38,0.0831
3172.25,0.0826
3172.13,0.0823
3172.00,0.0823
3171.88,0.0823
3171.75,0.0820
3171.63,0.0818
3171.50,0.0823
3171.38,0.0830
3171.25,0.0833
3171.13,0.0831
3171.00,0.0830
3170.88,0.0832
3170.75,0.0834
3170.63,0.0832
3170.50,0.0828
3170.38,0.0827
3170.25,0.0830
3170.13,0.0832
3170.00,0.0832
3169.88,0.0828
3169.75,0.0826
3169.63,0.0825
3169.50,0.0827
3169.38,0.0827
3169.25,0.0827
3169.13,0.0829
3169.00,0.0832
3168.88,0.0833
3168.75,0.0832
3168.63,0.0830
3168.50,0.0829
3168.38,0.0829
3168.25,0.0829
3168.13,0.0827
3168.00,0.0826
3167.88,0.0827
3167.75,0.0829
3167.63,0.0833
3167.50,0.0834
3167.38,0.0833
3167.25,0.0830
3167.13,0.0828
3167.00,0.0826
3166.88,0.0827
3166.75,0.0828
3166.63,0.0830
3166.50,0.0832
3166.38,0.0833
3166.25,0.0834
3166.13,0.0832
3166.00,0.0828
3165.88,0.0825
3165.75,0.0825
3165.63,0.0827
3165.50,0.0829
3165.38,0.0830
3165.25,0.0833
3165.13,0.0837
3165.00,0.0838
3164.88,0.0837
3164.75,0.0836
3164.63,0.0836
3164.50,0.0833
3164.38,0.0828
3164.25,0.0826
3164.13,0.0828
3164.00,0.0830
3163.88,0.0828
3163.75,0.0824
3163.63,0.0821
3163.50,0.0822
3163.38,0.0824
3163.25,0.0827
3163.13,0.0829
3163.00,0.0831
3162.88,0.0832
3162.75,0.0834
3162.63,0.0835
3162.50,0.0836
3162.38,0.0836
3162.25,0.0837
3162.13,0.0838
3162.00,0.0837
3161.88,0.0833
3161.75,0.0830
3161.63,0.0829
3161.50,0.0829
3161.38,0.0828
3161.25,0.0827
3161.13,0.0826
3161.00,0.0825
3160.88,0.0823
3160.75,0.0823
3160.63,0.0824
3160.50,0.0826
3160.38,0.0825
3160.25,0.0826
3160.13,0.0832
3160.00,0.0838
3159.88,0.0838
3159.75,0.0834
3159.63,0.0831
3159.50,0.0831
3159.38,0.0832
3159.25,0.0829
3159.13,0.0825
3159.00,0.0825
3158.88,0.0829
3158.75,0.0834
3158.63,0.0837
3158.50,0.0834
3158.38,0.0830
3158.25,0.0827
3158.13,0.0829
3158.00,0.0831
3157.88,0.0829
3157.75,0.0826
3157.63,0.0827
3157.50,0.0830
3157.38,0.0833
3157.25,0.0834
3157.13,0.0835
3157.00,0.0834
3156.88,0.0831
3156.75,0.0829
3156.63,0.0829
3156.50,0.0832
3156.38,0.0834
3156.25,0.0834
3156.13,0.0833
3156.00,0.0833
3155.88,0.0832
3155.75,0.0829
3155.63,0.0827
3155.50,0.0826
3155.38,0.0826
3155.25,0.0824
3155.13,0.0822
3155.00,0.0823
3154.88,0.0827
3154.75,0.0831
3154.63,0.0835
3154.50,0.0836
3154.38,0.0834
3154.25,0.0832
3154.13,0.0833
3154.00,0.0835
3153.88,0.0834
3153.75,0.0831
3153.63,0.0828
3153.50,0.0826
3153.38,0.0827
3153.25,0.0828
3153.13,0.0830
3153.00,0.0833
3152.88,0.0834
3152.75,0.0832
3152.63,0.0830
3152.50,0.0827
3152.38,0.0826
3152.25,0.0826
3152.13,0.0829
3152.00,0.0833
3151.88,0.0835
3151.75,0.0836
3151.63,0.0839
3151.50,0.0842
3151.38,0.0841
3151.25,0.0836
3151.13,0.0832
3151.00,0.0831
3150.88,0.0831
3150.75,0.0829
3150.63,0.0828
3150.50,0.0828
3150.38,0.0828
3150.25,0.0828
3150.13,0.0829
3150.00,0.0830
3149.88,0.0832
3149.75,0.0832
3149.63,0.0831
3149.50,0.0831
3149.38,0.0832
3149.25,0.0833
3149.13,0.0835
3149.00,0.0838
3148.88,0.0839
3148.75,0.0837
3148.63,0.0834
3148.50,0.0833
3148.38,0.0833
3148.25,0.0833
3148.13,0.0832
3148.00,0.0829
3147.88,0.0825
3147.75,0.0822
3147.63,0.0822
3147.50,0.0824
3147.38,0.0825
3147.25,0.0826
3147.13,0.0828
3147.00,0.0830
3146.88,0.0831
3146.75,0.0829
3146.63,0.0829
3146.50,0.0833
3146.38,0.0837
3146.25,0.0838
3146.13,0.0838
3146.00,0.0838
3145.88,0.0837
3145.75,0.0834
3145.63,0.0831
3145.50,0.0828
3145.38,0.0826
3145.25,0.0823
3145.13,0.0821
3145.00,0.0822
3144.88,0.0826
3144.75,0.0828
3144.63,0.0826
3144.50,0.0824
3144.38,0.0825
3144.25,0.0829
3144.13,0.0830
3144.00,0.0828
3143.88,0.0826
3143.75,0.0829
3143.63,0.0835
3143.50,0.0839
3143.38,0.0839
3143.25,0.0839
3143.13,0.0840
3143.00,0.0838
3142.88,0.0832
3142.75,0.0826
3142.63,0.0825
3142.50,0.0828
3142.38,0.0830
3142.25,0.0829
3142.13,0.0827
3142.00,0.0827
3141.88,0.0828
3141.75,0.0828
3141.63,0.0832
3141.50,0.0836
3141.38,0.0837
3141.25,0.0834
3141.13,0.0832
3141.00,0.0836
3140.88,0.0838
3140.75,0.0836
3140.63,0.0834
3140.50,0.0835
3140.38,0.0839
3140.25,0.0840
3140.13,0.0837
3140.00,0.0834
3139.88,0.0833
3139.75,0.0828
3139.63,0.0821
3139.50,0.0817
3139.38,0.0818
3139.25,0.0823
3139.13,0.0827
3139.00,0.0829
3138.88,0.0828
3138.75,0.0828
3138.63,0.0830
3138.50,0.0836
3138.38,0.0839
3138.25,0.0838
3138.13,0.0834
3138.00,0.0833
3137.88,0.0835
3137.75,0.0836
3137.63,0.0835
3137.50,0.0834
3137.38,0.0833
3137.25,0.0832
3137.13,0.0828
3137.00,0.0824
3136.88,0.0822
3136.75,0.0824
3136.63,0.0826
3136.50,0.0824
3136.38,0.0820
3136.25,0.0821
3136.13,0.0826
3136.00,0.0833
3135.88,0.0836
3135.75,0.0837
3135.63,0.0838
3135.50,0.0842
3135.38,0.0844
3135.25,0.0842
3135.13,0.0839
3135.00,0.0839
3134.88,0.0839
3134.75,0.0839
3134.63,0.0835
3134.50,0.0832
3134.38,0.0830
3134.25,0.0828
3134.13,0.0824
3134.00,0.0820
3133.88,0.0818
3133.75,0.0819
3133.63,0.0822
3133.50,0.0823
3133.38,0.0823
3133.25,0.0824
3133.13,0.0828
3133.00,0.0832
3132.88,0.0834
3132.75,0.0835
3132.63,0.0836
3132.50,0.0837
3132.38,0.0838
3132.25,0.0837
3132.13,0.0835
3132.00,0.0834
3131.88,0.0833
3131.75,0.0830
3131.63,0.0826
3131.50,0.0823
3131.38,0.0824
3131.25,0.0826
3131.13,0.0827
3131.00,0.0826
3130.88,0.0825
3130.75,0.0826
3130.63,0.0827
3130.50,0.0828
3130.38,0.0827
3130.25,0.0828
3130.13,0.0833
3130.00,0.0838
3129.88,0.0841
3129.75,0.0842
3129.63,0.0842
3129.50,0.0839
3129.38,0.0835
3129.25,0.0831
3129.13,0.0831
3129.00,0.0832
3128.88,0.0832
3128.75,0.0830
3128.63,0.0827
3128.50,0.0825
3128.38,0.0824
3128.25,0.0823
3128.13,0.0825
3128.00,0.0827
3127.88,0.0828
3127.75,0.0829
3127.63,0.0831
3127.50,0.0836
3127.38,0.0839
3127.25,0.0838
3127.13,0.0835
3127.00,0.0833
3126.88,0.0834
3126.75,0.0835
3126.63,0.0834
3126.50,0.0832
3126.38,0.0829
3126.25,0.0827
3126.13,0.0827
3126.00,0.0827
3125.88,0.0825
3125.75,0.0825
3125.63,0.0826
3125.50,0.0827
3125.38,0.0827
3125.25,0.0826
3125.13,0.0828
3125.00,0.0832
3124.88,0.0835
3124.75,0.0835
3124.63,0.0836
3124.50,0.0837
3124.38,0.0836
3124.25,0.0834
3124.13,0.0833
3124.00,0.0833
3123.88,0.0831
3123.75,0.0827
3123.63,0.0824
3123.50,0.0824
3123.38,0.0825
3123.25,0.0824
3123.13,0.0822
3123.00,0.0820
3122.88,0.0818
3122.75,0.0816
3122.63,0.0817
3122.50,0.0824
3122.38,0.0833
3122.25,0.0838
3122.13,0.0839
3122.00,0.0838
3121.88,0.0838
3121.75,0.0838
3121.63,0.0838
3121.50,0.0838
3121.38,0.0837
3121.25,0.0836
3121.13,0.0833
3121.00,0.0829
3120.88,0.0826
3120.75,0.0824
3120.63,0.0825
3120.50,0.0827
3120.38,0.0830
3120.25,0.0835
3120.13,0.0842
3120.00,0.0847
3119.88,0.0847
3119.75,0.0843
3119.63,0.0839
3119.50,0.0837
3119.38,0.0837
3119.25,0.0838
3119.13,0.0839
3119.00,0.0839
3118.88,0.0839
3118.75,0.0837
3118.63,0.0833
3118.50,0.0830
3118.38,0.0829
3118.25,0.0830
3118.13,0.0831
3118.00,0.0829
3117.88,0.0827
3117.75,0.0827
3117.63,0.0829
3117.50,0.0831
3117.38,0.0832
3117.25,0.0833
3117.13,0.0834
3117.00,0.0835
3116.88,0.0836
3116.75,0.0836
3116.63,0.0838
3116.50,0.0840
3116.38,0.0840
3116.25,0.0837
3116.13,0.0834
3116.00,0.0833
3115.88,0.0833
3115.75,0.0831
3115.63,0.0828
3115.50,0.0824
3115.38,0.0820
3115.25,0.0819
3115.13,0.0823
3115.00,0.0826
3114.88,0.0826
3114.75,0.0824
3114.63,0.0824
3114.50,0.0828
3114.38,0.0834
3114.25,0.0839
3114.13,0.0843
3114.00,0.0845
3113.88,0.0845
3113.75,0.0843
3113.63,0.0842
3113.50,0.0840
3113.38,0.0837
3113.25,0.0833
3113.13,0.0830
3113.00,0.0829
3112.88,0.0828
3112.75,0.0827
3112.63,0.0827
3112.50,0.0826
3112.38,0.0823
3112.25,0.0819
3112.13,0.0816
3112.00,0.0818
3111.88,0.0824
3111.75,0.0830
3111.63,0.0835
3111.50,0.0838
3111.38,0.0841
3111.25,0.0843
3111.13,0.0843
3111.00,0.0840
3110.88,0.0836
3110.75,0.0834
3110.63,0.0834
3110.50,0.0830
3110.38,0.0826
3110.25,0.0824
3110.13,0.0823
3110.00,0.0822
3109.88,0.0829
3109.75,0.0854
3109.63,0.0890
3109.50,0.0916
3109.38,0.0913
3109.25,0.0891
3109.13,0.0870
3109.00,0.0858
3108.88,0.0847
3108.75,0.0838
3108.63,0.0836
3108.50,0.0843
3108.38,0.0849
3108.25,0.0849
3108.13,0.0847
3108.00,0.0845
3107.88,0.0843
3107.75,0.0839
3107.63,0.0837
3107.50,0.0839
3107.38,0.0842
3107.25,0.0846
3107.13,0.0849
3107.00,0.0851
3106.88,0.0848
3106.75,0.0841
3106.63,0.0834
3106.50,0.0829
3106.38,0.0829
3106.25,0.0831
3106.13,0.0835
3106.00,0.0837
3105.88,0.0837
3105.75,0.0836
3105.63,0.0839
3105.50,0.0843
3105.38,0.0842
3105.25,0.0837
3105.13,0.0833
3105.00,0.0832
3104.88,0.0828
3104.75,0.0823
3104.63,0.0821
3104.50,0.0824
3104.38,0.0827
3104.25,0.0826
3104.13,0.0825
3104.00,0.0827
3103.88,0.0829
3103.75,0.0829
3103.63,0.0832
3103.50,0.0836
3103.38,0.0835
3103.25,0.0830
3103.13,0.0830
3103.00,0.0837
3102.88,0.0844
3102.75,0.0846
3102.63,0.0843
3102.50,0.0839
3102.38,0.0835
3102.25,0.0831
3102.13,0.0828
3102.00,0.0828
3101.88,0.0826
3101.75,0.0821
3101.63,0.0818
3101.50,0.0820
3101.38,0.0822
3101.25,0.0822
3101.13,0.0826
3101.00,0.0834
3100.88,0.0838
3100.75,0.0834
3100.63,0.0830
3100.50,0.0834
3100.38,0.0839
3100.25,0.0840
3100.13,0.0839
3100.00,0.0840
3099.88,0.0839
3099.75,0.0833
3099.63,0.0829
3099.50,0.0833
3099.38,0.0836
3099.25,0.0828
3099.13,0.0820
3099.00,0.0825
3098.88,0.0834
3098.75,0.0834
3098.63,0.0843
3098.50,0.0900
3098.38,0.1006
3098.25,0.1102
3098.13,0.1122
3098.00,0.1066
3097.88,0.0988
3097.75,0.0929
3097.63,0.0891
3097.50,0.0862
3097.38,0.0845
3097.25,0.0843
3097.13,0.0845
3097.00,0.0840
3096.88,0.0831
3096.75,0.0826
3096.63,0.0827
3096.50,0.0825
3096.38,0.0818
3096.25,0.0820
3096.13,0.0844
3096.00,0.0885
3095.88,0.0918
3095.75,0.0927
3095.63,0.0911
3095.50,0.0888
3095.38,0.0869
3095.25,0.0854
3095.13,0.0845
3095.00,0.0842
3094.88,0.0845
3094.75,0.0846
3094.63,0.0842
3094.50,0.0835
3094.38,0.0830
3094.25,0.0829
3094.13,0.0831
3094.00,0.0833
3093.88,0.0831
3093.75,0.0826
3093.63,0.0821
3093.50,0.0820
3093.38,0.0823
3093.25,0.0827
3093.13,0.0832
3093.00,0.0835
3092.88,0.0834
3092.75,0.0832
3092.63,0.0833
3092.50,0.0839
3092.38,0.0842
3092.25,0.0841
3092.13,0.0839
3092.00,0.0840
3091.88,0.0842
3091.75,0.0840
3091.63,0.0833
3091.50,0.0828
3091.38,0.0826
3091.25,0.0825
3091.13,0.0824
3091.00,0.0825
3090.88,0.0829
3090.75,0.0830
3090.63,0.0828
3090.50,0.0827
3090.38,0.0828
3090.25,0.0830
3090.13,0.0835
3090.00,0.0843
3089.88,0.0846
3089.75,0.0841
3089.63,0.0835
3089.50,0.0835
3089.38,0.0838
3089.25,0.0837
3089.13,0.0833
3089.00,0.0835
3088.88,0.0839
3088.75,0.0836
3088.63,0.0828
3088.50,0.0825
3088.38,0.0828
3088.25,0.0826
3088.13,0.0819
3088.00,0.0819
3087.88,0.0826
3087.75,0.0826
3087.63,0.0821
3087.50,0.0826
3087.38,0.0842
3087.25,0.0848
3087.13,0.0839
3087.00,0.0839
3086.88,0.0856
3086.75,0.0863
3086.63,0.0869
3086.50,0.0949
3086.38,0.1162
3086.25,0.1433
3086.13,0.1580
3086.00,0.1503
3085.88,0.1303
3085.75,0.1122
3085.63,0.0999
3085.50,0.0908
3085.38,0.0845
3085.25,0.0825
3085.13,0.0838
3085.00,0.0846
3084.88,0.0835
3084.75,0.0828
3084.63,0.0840
3084.50,0.0852
3084.38,0.0848
3084.25,0.0850
3084.13,0.0894
3084.00,0.0988
3083.88,0.1088
3083.75,0.1136
3083.63,0.1104
3083.50,0.1024
3083.38,0.0945
3083.25,0.0892
3083.13,0.0858
3083.00,0.0833
3082.88,0.0822
3082.75,0.0825
3082.63,0.0828
3082.50,0.0821
3082.38,0.0815
3082.25,0.0823
3082.13,0.0835
3082.00,0.0837
3081.88,0.0833
3081.75,0.0835
3081.63,0.0842
3081.50,0.0841
3081.38,0.0835
3081.25,0.0838
3081.13,0.0848
3081.00,0.0851
3080.88,0.0845
3080.75,0.0839
3080.63,0.0838
3080.50,0.0832
3080.38,0.0822
3080.25,0.0818
3080.13,0.0820
3080.00,0.0819
3079.88,0.0817
3079.75,0.0820
3079.63,0.0829
3079.50,0.0832
3079.38,0.0830
3079.25,0.0834
3079.13,0.0842
3079.00,0.0845
3078.88,0.0840
3078.75,0.0841
3078.63,0.0847
3078.50,0.0848
3078.38,0.0842
3078.25,0.0839
3078.13,0.0842
3078.00,0.0841
3077.88,0.0833
3077.75,0.0827
3077.63,0.0828
3077.50,0.0825
3077.38,0.0818
3077.25,0.0818
3077.13,0.0827
3077.00,0.0832
3076.88,0.0828
3076.75,0.0827
3076.63,0.0833
3076.50,0.0835
3076.38,0.0831
3076.25,0.0834
3076.13,0.0847
3076.00,0.0853
3075.88,0.0844
3075.75,0.0840
3075.63,0.0846
3075.50,0.0847
3075.38,0.0834
3075.25,0.0827
3075.13,0.0835
3075.00,0.0839
3074.88,0.0827
3074.75,0.0823
3074.63,0.0838
3074.50,0.0849
3074.38,0.0837
3074.25,0.0830
3074.13,0.0854
3074.00,0.0881
3073.88,0.0899
3073.75,0.1003
3073.63,0.1321
3073.50,0.1832
3073.38,0.2265
3073.25,0.2304
3073.13,0.1984
3073.00,0.1592
3072.88,0.1299
3072.75,0.1098
3072.63,0.0955
3072.50,0.0873
3072.38,0.0856
3072.25,0.0864
3072.13,0.0855
3072.00,0.0836
3071.88,0.0835
3071.75,0.0853
3071.63,0.0858
3071.50,0.0855
3071.38,0.0914
3071.25,0.1093
3071.13,0.1346
3071.00,0.1520
3070.88,0.1500
3070.75,0.1338
3070.63,0.1163
3070.50,0.1038
3070.38,0.0949
3070.25,0.0883
3070.13,0.0848
3070.00,0.0846
3069.88,0.0849
3069.75,0.0841
3069.63,0.0832
3069.50,0.0833
3069.38,0.0833
3069.25,0.0826
3069.13,0.0820
3069.00,0.0825
3068.88,0.0832
3068.75,0.0832
3068.63,0.0832
3068.50,0.0837
3068.38,0.0841
3068.25,0.0838
3068.13,0.0837
3068.00,0.0845
3067.88,0.0852
3067.75,0.0848
3067.63,0.0840
3067.50,0.0837
3067.38,0.0838
3067.25,0.0837
3067.13,0.0832
3067.00,0.0830
3066.88,0.0829
3066.75,0.0828
3066.63,0.0827
3066.50,0.0827
3066.38,0.0827
3066.25,0.0826
3066.13,0.0828
3066.00,0.0832
3065.88,0.0836
3065.75,0.0839
3065.63,0.0842
3065.50,0.0844
3065.38,0.0843
3065.25,0.0840
3065.13,0.0842
3065.00,0.0846
3064.88,0.0844
3064.75,0.0836
3064.63,0.0833
3064.50,0.0836
3064.38,0.0837
3064.25,0.0834
3064.13,0.0832
3064.00,0.0832
3063.88,0.0830
3063.75,0.0826
3063.63,0.0826
3063.50,0.0830
3063.38,0.0834
3063.25,0.0835
3063.13,0.0838
3063.00,0.0842
3062.88,0.0843
3062.75,0.0845
3062.63,0.0852
3062.50,0.0859
3062.38,0.0856
3062.25,0.0849
3062.13,0.0847
3062.00,0.0849
3061.88,0.0844
3061.75,0.0838
3061.63,0.0842
3061.50,0.0849
3061.38,0.0844
3061.25,0.0837
3061.13,0.0847
3061.00,0.0865
3060.88,0.0868
3060.75,0.0866
3060.63,0.0891
3060.50,0.0939
3060.38,0.0999
3060.25,0.1154
3060.13,0.1571
3060.00,0.2331
3059.88,0.3186
3059.75,0.3538
3059.63,0.3130
3059.50,0.2427
3059.38,0.1843
3059.25,0.1443
3059.13,0.1162
3059.00,0.0984
3058.88,0.0915
3058.75,0.0912
3058.63,0.0902
3058.50,0.0870
3058.38,0.0858
3058.25,0.0882
3058.13,0.0898
3058.00,0.0901
3057.88,0.0991
3057.75,0.1286
3057.63,0.1760
3057.50,0.2163
3057.38,0.2211
3057.25,0.1922
3057.13,0.1556
3057.00,0.1277
3056.88,0.1088
3056.75,0.0957
3056.63,0.0883
3056.50,0.0867
3056.38,0.0872
3056.25,0.0860
3056.13,0.0840
3056.00,0.0837
3055.88,0.0843
3055.75,0.0839
3055.63,0.0828
3055.50,0.0830
3055.38,0.0843
3055.25,0.0847
3055.13,0.0841
3055.00,0.0842
3054.88,0.0852
3054.75,0.0854
3054.63,0.0847
3054.50,0.0847
3054.38,0.0854
3054.25,0.0857
3054.13,0.0849
3054.00,0.0843
3053.88,0.0842
3053.75,0.0839
3053.63,0.0833
3053.50,0.0832
3053.38,0.0833
3053.25,0.0831
3053.13,0.0826
3053.00,0.0829
3052.88,0.0836
3052.75,0.0835
3052.63,0.0828
3052.50,0.0828
3052.38,0.0838
3052.25,0.0845
3052.13,0.0845
3052.00,0.0848
3051.88,0.0855
3051.75,0.0857
3051.63,0.0851
3051.50,0.0850
3051.38,0.0854
3051.25,0.0854
3051.13,0.0847
3051.00,0.0843
3050.88,0.0844
3050.75,0.0842
3050.63,0.0835
3050.50,0.0831
3050.38,0.0834
3050.25,0.0836
3050.13,0.0834
3050.00,0.0834
3049.88,0.0838
3049.75,0.0842
3049.63,0.0843
3049.50,0.0847
3049.38,0.0854
3049.25,0.0854
3049.13,0.0851
3049.00,0.0853
3048.88,0.0860
3048.75,0.0861
3048.63,0.0856
3048.50,0.0856
3048.38,0.0860
3048.25,0.0859
3048.13,0.0851
3048.00,0.0849
3047.88,0.0854
3047.75,0.0856
3047.63,0.0851
3047.50,0.0854
3047.38,0.0870
3047.25,0.0883
3047.13,0.0883
3047.00,0.0884
3046.88,0.0899
3046.75,0.0919
3046.63,0.0936
3046.50,0.0966
3046.38,0.1025
3046.25,0.1110
3046.13,0.1244
3046.00,0.1542
3045.88,0.2178
3045.75,0.3255
3045.63,0.4556
3045.50,0.5283
3045.38,0.4785
3045.25,0.3675
3045.13,0.2692
3045.00,0.2005
3044.88,0.1545
3044.75,0.1247
3044.63,0.1094
3044.50,0.1046
3044.38,0.1022
3044.25,0.0981
3044.13,0.0959
3044.00,0.0987
3043.88,0.1027
3043.75,0.1070
3043.63,0.1246
3043.50,0.1725
3043.38,0.2489
3043.25,0.3157
3043.13,0.3211
3043.00,0.2696
3042.88,0.2079
3042.75,0.1607
3042.63,0.1282
3042.50,0.1065
3042.38,0.0949
3042.25,0.0913
3042.13,0.0904
3042.00,0.0887
3041.88,0.0872
3041.75,0.0874
3041.63,0.0878
3041.50,0.0871
3041.38,0.0863
3041.25,0.0866
3041.13,0.0871
3041.00,0.0866
3040.88,0.0860
3040.75,0.0863
3040.63,0.0867
3040.50,0.0863
3040.38,0.0854
3040.25,0.0850
3040.13,0.0850
3040.00,0.0847
3039.88,0.0842
3039.75,0.0841
3039.63,0.0842
3039.50,0.0840
3039.38,0.0837
3039.25,0.0840
3039.13,0.0848
3039.00,0.0853
3038.88,0.0854
3038.75,0.0855
3038.63,0.0856
3038.50,0.0856
3038.38,0.0854
3038.25,0.0855
3038.13,0.0859
3038.00,0.0860
3037.88,0.0857
3037.75,0.0852
3037.63,0.0850
3037.50,0.0850
3037.38,0.0849
3037.25,0.0847
3037.13,0.0847
3037.00,0.0844
3036.88,0.0840
3036.75,0.0835
3036.63,0.0835
3036.50,0.0839
3036.38,0.0843
3036.25,0.0848
3036.13,0.0854
3036.00,0.0859
3035.88,0.0863
3035.75,0.0864
3035.63,0.0865
3035.50,0.0866
3035.38,0.0865
3035.25,0.0862
3035.13,0.0861
3035.00,0.0860
3034.88,0.0858
3034.75,0.0854
3034.63,0.0851
3034.50,0.0851
3034.38,0.0853
3034.25,0.0855
3034.13,0.0858
3034.00,0.0861
3033.88,0.0861
3033.75,0.0863
3033.63,0.0870
3033.50,0.0880
3033.38,0.0888
3033.25,0.0892
3033.13,0.0898
3033.00,0.0906
3032.88,0.0911
3032.75,0.0912
3032.63,0.0916
3032.50,0.0927
3032.38,0.0937
3032.25,0.0943
3032.13,0.0953
3032.00,0.0976
3031.88,0.1006
3031.75,0.1039
3031.63,0.1087
3031.50,0.1166
3031.38,0.1287
3031.25,0.1482
3031.13,0.1832
3031.00,0.2471
3030.88,0.3544
3030.75,0.5122
3030.63,0.6939
3030.50,0.7845
3030.38,0.6894
3030.25,0.5200
3030.13,0.3773
3030.00,0.2778
3029.88,0.2118
3029.75,0.1696
3029.63,0.1449
3029.50,0.1316
3029.38,0.1234
3029.25,0.1175
3029.13,0.1160
3029.00,0.1194
3028.88,0.1268
3028.75,0.1442
3028.63,0.1887
3028.50,0.2755
3028.38,0.3917
3028.25,0.4715
3028.13,0.4465
3028.00,0.3549
3027.88,0.2654
3027.75,0.1996
3027.63,0.1544
3027.50,0.1258
3027.38,0.1112
3027.25,0.1050
3027.13,0.1008
3027.00,0.0968
3026.88,0.0945
3026.75,0.0937
3026.63,0.0924
3026.50,0.0904
3026.38,0.0895
3026.25,0.0896
3026.13,0.0893
3026.00,0.0884
3025.88,0.0880
3025.75,0.0882
3025.63,0.0880
3025.50,0.0875
3025.38,0.0877
3025.25,0.0884
3025.13,0.0886
3025.00,0.0883
3024.88,0.0884
3024.75,0.0889
3024.63,0.0888
3024.50,0.0881
3024.38,0.0877
3024.25,0.0877
3024.13,0.0873
3024.00,0.0865
3023.88,0.0862
3023.75,0.0865
3023.63,0.0864
3023.50,0.0859
3023.38,0.0858
3023.25,0.0861
3023.13,0.0864
3023.00,0.0864
3022.88,0.0864
3022.75,0.0866
3022.63,0.0865
3022.50,0.0865
3022.38,0.0870
3022.25,0.0877
3022.13,0.0881
3022.00,0.0881
3021.88,0.0882
3021.75,0.0882
3021.63,0.0878
3021.50,0.0873
3021.38,0.0871
3021.25,0.0870
3021.13,0.0865
3021.00,0.0862
3020.88,0.0864
3020.75,0.0867
3020.63,0.0865
3020.50,0.0862
3020.38,0.0866
3020.25,0.0873
3020.13,0.0876
3020.00,0.0878
3019.88,0.0883
3019.75,0.0889
3019.63,0.0891
3019.50,0.0891
3019.38,0.0895
3019.25,0.0899
3019.13,0.0897
3019.00,0.0893
3018.88,0.0897
3018.75,0.0906
3018.63,0.0910
3018.50,0.0906
3018.38,0.0903
3018.25,0.0906
3018.13,0.0909
3018.00,0.0912
3017.88,0.0918
3017.75,0.0927
3017.63,0.0935
3017.50,0.0945
3017.38,0.0960
3017.25,0.0974
3017.13,0.0985
3017.00,0.0999
3016.88,0.1020
3016.75,0.1046
3016.63,0.1072
3016.50,0.1105
3016.38,0.1152
3016.25,0.1209
3016.13,0.1275
3016.00,0.1369
3015.88,0.1515
3015.75,0.1728
3015.63,0.2045
3015.50,0.2559
3015.38,0.3400
3015.25,0.4685
3015.13,0.6489
3015.00,0.8780
3014.88,1.0931
3014.75,1.0952
3014.63,0.8752
